Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Return_Quantity,Return_Rate,Is_Returned,Discount_Ratio
ORD00005750,PROD00005750,USER00005750,2024-08-30,2023-03-04,Medium,115.47,4,Changed mind,Returned,-545,70,Male,City91,Credit Card,Next-Day,20.85,4,1.0,1,0.7222655235126008
ORD00005751,PROD00005751,USER00005751,2024-09-21,2023-12-29,Medium,284.28,2,Defective,Returned,-267,49,Male,City45,Credit Card,Standard,39.3,2,1.0,1,0.27648796960742933
ORD00005752,PROD00005752,USER00005752,2023-04-17,2023-08-20,Medium,273.1,1,Not as described,Returned,125,31,Female,City30,Gift Card,Standard,22.25,1,1.0,1,0.08147198828268033
ORD00005753,PROD00005753,USER00005753,2024-04-15,,High,481.73,4,,Not Returned,,18,Male,City2,Credit Card,Next-Day,18.28,,,0,0.15178627031739772
ORD00005754,PROD00005754,USER00005754,2024-08-05,,High,308.85,4,,Not Returned,,44,Male,City84,Credit Card,Standard,0.26,,,0,0.0033673304192973932
ORD00005755,PROD00005755,USER00005755,2024-11-25,2023-06-09,Medium,138.1,1,Defective,Returned,-535,56,Female,City17,Debit Card,Express,29.06,1,1.0,1,0.210427226647357
ORD00005756,PROD00005756,USER00005756,2024-01-11,,High,334.38,5,,Not Returned,,45,Female,City62,Debit Card,Standard,20.23,,,0,0.3025001495304743
ORD00005757,PROD00005757,USER00005757,2023-03-05,2023-02-21,High,351.74,2,Changed mind,Returned,-12,35,Female,City96,Credit Card,Express,18.84,2,1.0,1,0.10712458065616648
ORD00005758,PROD00005758,USER00005758,2024-05-22,2023-10-03,Low,58.32,1,Defective,Returned,-232,46,Female,City55,Gift Card,Express,19.24,1,1.0,1,0.3299039780521262
ORD00005759,PROD00005759,USER00005759,2023-08-02,,Medium,252.42,1,,Not Returned,,50,Male,City89,PayPal,Standard,49.64,,,0,0.19665636637350448
ORD00005760,PROD00005760,USER00005760,2024-02-18,,High,364.11,2,,Not Returned,,20,Male,City66,Debit Card,Express,5.86,,,0,0.03218807503227047
ORD00005761,PROD00005761,USER00005761,2024-08-10,,Medium,249.56,1,,Not Returned,,70,Male,City84,Credit Card,Next-Day,19.22,,,0,0.07701554736335951
ORD00005762,PROD00005762,USER00005762,2023-10-12,,Medium,272.44,4,,Not Returned,,52,Male,City66,Gift Card,Standard,8.17,,,0,0.11995301717809426
ORD00005763,PROD00005763,USER00005763,2023-05-27,2024-04-30,High,307.17,1,Wrong item,Returned,339,61,Female,City2,Credit Card,Next-Day,19.28,1,1.0,1,0.0627665462121952
ORD00005764,PROD00005764,USER00005764,2023-11-02,2024-06-21,Low,73.97,3,Not as described,Returned,232,22,Male,City56,Debit Card,Next-Day,12.11,3,1.0,1,0.4911450588076247
ORD00005765,PROD00005765,USER00005765,2023-12-13,,Medium,121.02,4,,Not Returned,,46,Male,City36,Credit Card,Next-Day,26.6,,,0,0.8791935217319452
ORD00005766,PROD00005766,USER00005766,2024-02-21,,Medium,171.17,3,,Not Returned,,38,Female,City8,Credit Card,Next-Day,31.25,,,0,0.54770111584974
ORD00005767,PROD00005767,USER00005767,2024-04-07,,Medium,241.59,3,,Not Returned,,38,Female,City49,Credit Card,Express,9.88,,,0,0.12268719731776978
ORD00005768,PROD00005768,USER00005768,2023-08-17,,Medium,240.0,5,,Not Returned,,54,Male,City16,Credit Card,Express,11.06,,,0,0.2304166666666667
ORD00005769,PROD00005769,USER00005769,2024-11-07,2024-07-07,Low,15.39,3,Changed mind,Returned,-123,33,Female,City4,Debit Card,Next-Day,9.52,3,1.0,1,1.8557504873294346
ORD00005770,PROD00005770,USER00005770,2024-06-23,,Medium,131.96,5,,Not Returned,,30,Female,City17,Gift Card,Express,24.61,,,0,0.9324795392543195
ORD00005771,PROD00005771,USER00005771,2023-10-02,,Medium,221.14,2,,Not Returned,,24,Male,City93,PayPal,Express,38.18,,,0,0.34530161888396493
ORD00005772,PROD00005772,USER00005772,2023-04-15,,High,468.99,1,,Not Returned,,32,Female,City93,Gift Card,Standard,19.88,,,0,0.042388963517345786
ORD00005773,PROD00005773,USER00005773,2024-09-12,2023-01-21,High,431.47,2,Not as described,Returned,-600,64,Female,City79,PayPal,Next-Day,15.65,2,1.0,1,0.0725427028530373
ORD00005774,PROD00005774,USER00005774,2023-04-16,2023-10-02,High,303.96,5,Not as described,Returned,169,46,Female,City12,PayPal,Standard,49.29,5,1.0,1,0.8107974733517569
ORD00005775,PROD00005775,USER00005775,2023-08-28,,Medium,231.84,4,,Not Returned,,38,Male,City32,PayPal,Next-Day,5.84,,,0,0.1007591442374051
ORD00005776,PROD00005776,USER00005776,2024-05-14,2023-04-06,Medium,179.68,3,Not as described,Returned,-404,26,Female,City73,Debit Card,Express,34.43,3,1.0,1,0.5748552983081033
ORD00005777,PROD00005777,USER00005777,2023-06-09,2023-09-16,Medium,122.38,3,Defective,Returned,99,46,Female,City94,Gift Card,Next-Day,12.53,3,1.0,1,0.30715803235822847
ORD00005778,PROD00005778,USER00005778,2024-12-21,,High,377.99,2,,Not Returned,,40,Male,City14,Credit Card,Express,35.8,,,0,0.1894230006084817
ORD00005779,PROD00005779,USER00005779,2023-11-29,,High,358.21,5,,Not Returned,,40,Male,City35,Credit Card,Standard,17.7,,,0,0.2470617794031434
ORD00005780,PROD00005780,USER00005780,2024-12-04,2023-06-11,Medium,290.05,1,Defective,Returned,-542,32,Male,City73,PayPal,Next-Day,33.74,1,1.0,1,0.11632477159110498
ORD00005781,PROD00005781,USER00005781,2024-08-23,2023-05-20,Medium,191.88,5,Changed mind,Returned,-461,47,Female,City95,Debit Card,Next-Day,8.44,5,1.0,1,0.21992912236814677
ORD00005782,PROD00005782,USER00005782,2024-12-09,2024-05-28,Low,86.77,5,Defective,Returned,-195,51,Male,City10,Credit Card,Next-Day,8.78,5,1.0,1,0.5059352310706465
ORD00005783,PROD00005783,USER00005783,2024-02-28,,Medium,142.98,2,,Not Returned,,53,Male,City34,Gift Card,Next-Day,31.03,,,0,0.43404671982095405
ORD00005784,PROD00005784,USER00005784,2024-09-24,,High,440.16,1,,Not Returned,,58,Female,City81,Credit Card,Express,8.34,,,0,0.018947655398037076
ORD00005785,PROD00005785,USER00005785,2023-12-16,,High,439.87,2,,Not Returned,,57,Male,City66,Gift Card,Express,38.23,,,0,0.17382408438856933
ORD00005786,PROD00005786,USER00005786,2024-06-27,,High,395.67,4,,Not Returned,,30,Female,City29,Credit Card,Express,0.71,,,0,0.00717769858720651
ORD00005787,PROD00005787,USER00005787,2023-03-30,2023-05-04,Medium,284.69,3,Defective,Returned,35,30,Male,City69,Credit Card,Express,24.31,3,1.0,1,0.256173381572939
ORD00005788,PROD00005788,USER00005788,2024-06-21,2024-04-26,Medium,284.15,3,Changed mind,Returned,-56,33,Female,City83,PayPal,Next-Day,19.69,3,1.0,1,0.20788316030265708
ORD00005789,PROD00005789,USER00005789,2023-09-19,2023-09-17,Medium,292.65,1,Not as described,Returned,-2,59,Male,City15,PayPal,Next-Day,16.12,1,1.0,1,0.05508286348880916
ORD00005790,PROD00005790,USER00005790,2024-04-09,,High,326.19,4,,Not Returned,,50,Female,City85,Gift Card,Express,38.46,,,0,0.47162696587878233
ORD00005791,PROD00005791,USER00005791,2024-09-02,,High,334.04,4,,Not Returned,,70,Female,City61,Credit Card,Next-Day,25.44,,,0,0.30463417554783856
ORD00005792,PROD00005792,USER00005792,2024-06-19,,High,398.02,4,,Not Returned,,44,Male,City22,Gift Card,Express,8.47,,,0,0.08512135068589519
ORD00005793,PROD00005793,USER00005793,2023-03-31,2024-06-17,Medium,253.49,3,Not as described,Returned,444,44,Female,City32,PayPal,Next-Day,43.63,3,1.0,1,0.5163517298512762
ORD00005794,PROD00005794,USER00005794,2023-04-08,,High,452.68,4,,Not Returned,,61,Male,City96,PayPal,Express,44.8,,,0,0.3958646284350976
ORD00005795,PROD00005795,USER00005795,2023-01-27,,Medium,297.11,2,,Not Returned,,45,Male,City75,PayPal,Standard,45.09,,,0,0.3035239473595638
ORD00005796,PROD00005796,USER00005796,2023-07-19,2023-07-06,Medium,283.19,5,Defective,Returned,-13,24,Male,City4,Gift Card,Next-Day,42.38,5,1.0,1,0.7482608849182528
ORD00005797,PROD00005797,USER00005797,2024-04-06,,High,402.12,4,,Not Returned,,26,Female,City84,Debit Card,Next-Day,32.26,,,0,0.32089923405948473
ORD00005798,PROD00005798,USER00005798,2024-08-14,,Medium,191.86,2,,Not Returned,,49,Female,City15,PayPal,Standard,33.74,,,0,0.3517147920358595
ORD00005799,PROD00005799,USER00005799,2023-06-01,,Medium,198.49,5,,Not Returned,,67,Female,City55,Credit Card,Express,28.84,,,0,0.7264849614590154
ORD00005800,PROD00005800,USER00005800,2024-08-30,,Medium,101.3,4,,Not Returned,,54,Male,City15,PayPal,Standard,27.68,,,0,1.0929911154985192
ORD00005801,PROD00005801,USER00005801,2024-11-30,2024-06-28,High,432.09,4,Wrong item,Returned,-155,35,Male,City65,Credit Card,Standard,16.01,4,1.0,1,0.14820986368580621
ORD00005802,PROD00005802,USER00005802,2023-03-06,,High,469.48,3,,Not Returned,,27,Female,City60,Credit Card,Express,49.88,,,0,0.31873562239073017
ORD00005803,PROD00005803,USER00005803,2023-09-17,2023-11-28,High,366.69,1,Not as described,Returned,72,31,Male,City34,Credit Card,Next-Day,46.32,1,1.0,1,0.12631923423054897
ORD00005804,PROD00005804,USER00005804,2024-11-30,,Medium,263.92,5,,Not Returned,,22,Male,City11,PayPal,Next-Day,36.21,,,0,0.6860033343437405
ORD00005805,PROD00005805,USER00005805,2024-02-13,,Low,74.58,1,,Not Returned,,55,Female,City60,Debit Card,Next-Day,21.11,,,0,0.28305175650308395
ORD00005806,PROD00005806,USER00005806,2023-05-12,2023-02-05,Medium,119.1,5,Changed mind,Returned,-96,58,Male,City24,PayPal,Standard,20.57,5,1.0,1,0.8635600335852225
ORD00005807,PROD00005807,USER00005807,2024-04-16,,Medium,132.65,3,,Not Returned,,66,Male,City78,Credit Card,Standard,0.27,,,0,0.006106294760648324
ORD00005808,PROD00005808,USER00005808,2023-02-19,,Medium,154.33,1,,Not Returned,,29,Male,City77,PayPal,Standard,36.88,,,0,0.2389684442428562
ORD00005809,PROD00005809,USER00005809,2023-08-07,,Low,76.3,5,,Not Returned,,48,Female,City16,PayPal,Next-Day,17.53,,,0,1.148754914809961
ORD00005810,PROD00005810,USER00005810,2023-03-07,,Medium,268.29,5,,Not Returned,,27,Female,City100,Gift Card,Next-Day,20.51,,,0,0.38223564053822356
ORD00005811,PROD00005811,USER00005811,2024-09-30,,Medium,270.36,5,,Not Returned,,67,Male,City32,Gift Card,Next-Day,18.23,,,0,0.3371430685012575
ORD00005812,PROD00005812,USER00005812,2023-11-01,,High,442.12,4,,Not Returned,,43,Male,City61,PayPal,Next-Day,18.13,,,0,0.16402786573780873
ORD00005813,PROD00005813,USER00005813,2023-10-24,2024-06-01,Medium,136.11,4,Changed mind,Returned,221,53,Male,City70,PayPal,Next-Day,23.33,4,1.0,1,0.6856219234442729
ORD00005814,PROD00005814,USER00005814,2024-07-16,,High,480.39,4,,Not Returned,,25,Male,City74,Gift Card,Express,20.64,,,0,0.17186036345469308
ORD00005815,PROD00005815,USER00005815,2024-03-26,,Medium,232.55,3,,Not Returned,,36,Female,City20,Gift Card,Standard,16.67,,,0,0.21505052676843692
ORD00005816,PROD00005816,USER00005816,2024-02-13,,High,330.8,5,,Not Returned,,63,Male,City73,Gift Card,Next-Day,42.52,,,0,0.6426844014510279
ORD00005817,PROD00005817,USER00005817,2023-02-11,2023-05-01,Low,54.8,2,Changed mind,Returned,79,23,Female,City37,Credit Card,Next-Day,21.07,2,1.0,1,0.768978102189781
ORD00005818,PROD00005818,USER00005818,2024-02-27,,Medium,110.32,4,,Not Returned,,25,Female,City37,PayPal,Next-Day,34.17,,,0,1.2389412617839015
ORD00005819,PROD00005819,USER00005819,2023-10-04,,Medium,120.63,2,,Not Returned,,53,Male,City2,Debit Card,Next-Day,10.87,,,0,0.18022050899444583
ORD00005820,PROD00005820,USER00005820,2024-12-13,,High,367.61,4,,Not Returned,,47,Female,City71,Gift Card,Standard,32.94,,,0,0.3584233290715704
ORD00005821,PROD00005821,USER00005821,2024-06-18,2024-07-15,High,436.42,1,Changed mind,Returned,27,34,Female,City47,Gift Card,Express,49.39,1,1.0,1,0.1131707987718253
ORD00005822,PROD00005822,USER00005822,2023-04-09,,Medium,234.34,5,,Not Returned,,23,Male,City53,Credit Card,Standard,1.5,,,0,0.03200477938038747
ORD00005823,PROD00005823,USER00005823,2024-03-17,2024-10-30,Medium,148.18,1,Wrong item,Returned,227,46,Female,City95,PayPal,Standard,35.12,1,1.0,1,0.237009043055743
ORD00005824,PROD00005824,USER00005824,2023-04-07,,High,432.33,3,,Not Returned,,29,Male,City31,PayPal,Next-Day,19.64,,,0,0.1362847824578447
ORD00005825,PROD00005825,USER00005825,2024-03-15,2024-07-04,High,492.9,5,Changed mind,Returned,111,56,Male,City31,PayPal,Next-Day,9.09,5,1.0,1,0.09220937309799149
ORD00005826,PROD00005826,USER00005826,2024-01-15,,Low,21.81,1,,Not Returned,,30,Female,City70,Gift Card,Standard,35.38,,,0,1.622191655204035
ORD00005827,PROD00005827,USER00005827,2023-03-30,2023-10-22,High,374.23,5,Changed mind,Returned,206,25,Female,City1,Debit Card,Next-Day,49.64,5,1.0,1,0.6632284958448014
ORD00005828,PROD00005828,USER00005828,2023-03-13,,Medium,244.5,1,,Not Returned,,66,Male,City37,Credit Card,Express,8.27,,,0,0.033824130879345604
ORD00005829,PROD00005829,USER00005829,2023-11-28,2023-09-17,Medium,105.45,5,Wrong item,Returned,-72,52,Female,City71,PayPal,Express,44.63,5,1.0,1,2.1161688003793264
ORD00005830,PROD00005830,USER00005830,2023-11-07,,High,334.43,4,,Not Returned,,43,Female,City91,Gift Card,Standard,18.95,,,0,0.22665430732888794
ORD00005831,PROD00005831,USER00005831,2023-08-28,,Low,99.44,4,,Not Returned,,38,Female,City2,Credit Card,Express,5.68,,,0,0.22847948511665325
ORD00005832,PROD00005832,USER00005832,2024-09-28,,High,461.24,5,,Not Returned,,31,Male,City51,Gift Card,Standard,36.3,,,0,0.3935044662214898
ORD00005833,PROD00005833,USER00005833,2023-07-30,,Medium,273.09,1,,Not Returned,,20,Male,City92,PayPal,Next-Day,20.29,,,0,0.07429785052546779
ORD00005834,PROD00005834,USER00005834,2023-12-18,,Low,56.87,4,,Not Returned,,69,Male,City24,Debit Card,Standard,28.98,,,0,2.0383330402672764
ORD00005835,PROD00005835,USER00005835,2023-03-03,,High,494.91,4,,Not Returned,,27,Female,City36,Credit Card,Express,4.45,,,0,0.035966135256915395
ORD00005836,PROD00005836,USER00005836,2023-08-24,2024-01-26,High,450.68,1,Changed mind,Returned,155,67,Male,City61,Gift Card,Next-Day,42.99,1,1.0,1,0.0953891896689447
ORD00005837,PROD00005837,USER00005837,2024-01-31,,Medium,221.66,1,,Not Returned,,67,Female,City86,Credit Card,Next-Day,31.06,,,0,0.1401245150230082
ORD00005838,PROD00005838,USER00005838,2024-06-05,2023-01-03,Medium,131.64,1,Wrong item,Returned,-519,62,Female,City39,PayPal,Next-Day,43.97,1,1.0,1,0.3340170161045275
ORD00005839,PROD00005839,USER00005839,2023-11-06,,Low,63.9,4,,Not Returned,,70,Female,City87,Debit Card,Express,1.3,,,0,0.08137715179968702
ORD00005840,PROD00005840,USER00005840,2023-04-05,2024-03-01,High,493.98,2,Defective,Returned,331,52,Female,City65,Credit Card,Next-Day,32.91,2,1.0,1,0.13324426090125105
ORD00005841,PROD00005841,USER00005841,2024-12-12,2023-10-24,High,385.59,3,Changed mind,Returned,-415,20,Female,City37,Gift Card,Standard,18.62,3,1.0,1,0.14486890220182058
ORD00005842,PROD00005842,USER00005842,2024-02-10,,High,476.21,4,,Not Returned,,19,Female,City38,Credit Card,Express,16.28,,,0,0.1367463933978707
ORD00005843,PROD00005843,USER00005843,2024-03-21,,Low,55.19,4,,Not Returned,,55,Male,City43,Gift Card,Express,5.12,,,0,0.3710817177024824
ORD00005844,PROD00005844,USER00005844,2023-03-07,,Medium,297.3,4,,Not Returned,,36,Female,City38,Debit Card,Standard,23.44,,,0,0.31537167843928693
ORD00005845,PROD00005845,USER00005845,2023-01-18,2024-12-11,Medium,216.88,4,Changed mind,Returned,693,26,Male,City52,Gift Card,Next-Day,7.53,4,1.0,1,0.13887864256731833
ORD00005846,PROD00005846,USER00005846,2024-10-03,,High,339.02,1,,Not Returned,,37,Male,City85,PayPal,Standard,6.57,,,0,0.019379387646746505
ORD00005847,PROD00005847,USER00005847,2024-04-30,2024-04-05,High,302.97,5,Defective,Returned,-25,57,Female,City99,Gift Card,Express,21.54,5,1.0,1,0.35548074066739277
ORD00005848,PROD00005848,USER00005848,2024-02-21,2024-07-21,Medium,178.14,3,Wrong item,Returned,151,36,Male,City42,Gift Card,Express,37.67,3,1.0,1,0.6343886830582688
ORD00005849,PROD00005849,USER00005849,2023-06-08,2024-04-13,Low,47.18,3,Not as described,Returned,310,35,Male,City97,Debit Card,Express,23.54,3,1.0,1,1.4968206867316658
ORD00005850,PROD00005850,USER00005850,2024-12-08,,Medium,163.31,4,,Not Returned,,47,Male,City92,Gift Card,Next-Day,23.2,,,0,0.5682444430837058
ORD00005851,PROD00005851,USER00005851,2024-01-28,2023-09-08,High,323.54,3,Defective,Returned,-142,46,Male,City38,PayPal,Standard,29.29,3,1.0,1,0.27158929344130556
ORD00005852,PROD00005852,USER00005852,2023-05-14,2023-08-31,High,430.42,5,Not as described,Returned,109,22,Male,City15,Debit Card,Express,26.48,5,1.0,1,0.30760652386041537
ORD00005853,PROD00005853,USER00005853,2024-06-01,2023-07-28,High,473.59,4,Wrong item,Returned,-309,63,Male,City18,Gift Card,Next-Day,31.74,4,1.0,1,0.2680799847969763
ORD00005854,PROD00005854,USER00005854,2023-05-25,2024-10-07,High,411.98,1,Not as described,Returned,501,52,Female,City98,PayPal,Express,38.5,1,1.0,1,0.09345113840477692
ORD00005855,PROD00005855,USER00005855,2023-12-09,,High,424.57,4,,Not Returned,,48,Female,City45,Gift Card,Express,14.86,,,0,0.14000047106484206
ORD00005856,PROD00005856,USER00005856,2024-01-02,2024-02-17,Medium,215.12,3,Changed mind,Returned,46,25,Female,City99,Debit Card,Next-Day,17.07,3,1.0,1,0.23805317962067685
ORD00005857,PROD00005857,USER00005857,2024-11-20,,High,318.33,4,,Not Returned,,51,Female,City70,PayPal,Standard,42.61,,,0,0.5354192190494141
ORD00005858,PROD00005858,USER00005858,2024-08-04,,Medium,153.93,4,,Not Returned,,48,Female,City8,Debit Card,Express,23.87,,,0,0.6202819463392452
ORD00005859,PROD00005859,USER00005859,2023-10-01,2024-12-28,High,427.72,2,Wrong item,Returned,454,67,Female,City35,Credit Card,Express,1.77,2,1.0,1,0.008276442532497895
ORD00005860,PROD00005860,USER00005860,2024-06-30,,Medium,261.65,4,,Not Returned,,46,Male,City16,PayPal,Express,15.15,,,0,0.23160710873304036
ORD00005861,PROD00005861,USER00005861,2023-02-26,2023-01-17,High,496.19,2,Wrong item,Returned,-40,66,Male,City63,Debit Card,Next-Day,47.4,2,1.0,1,0.19105584554303795
ORD00005862,PROD00005862,USER00005862,2023-06-25,2023-05-12,Low,63.62,1,Defective,Returned,-44,48,Female,City22,Gift Card,Standard,27.97,1,1.0,1,0.43964162213140523
ORD00005863,PROD00005863,USER00005863,2024-08-28,,High,345.93,5,,Not Returned,,54,Female,City53,PayPal,Standard,33.89,,,0,0.4898389847657041
ORD00005864,PROD00005864,USER00005864,2023-03-08,,High,383.97,1,,Not Returned,,39,Female,City8,Debit Card,Next-Day,41.48,,,0,0.10802927312029584
ORD00005865,PROD00005865,USER00005865,2023-05-20,2024-10-17,High,390.51,5,Defective,Returned,516,58,Male,City82,Credit Card,Standard,42.04,5,1.0,1,0.5382704668254333
ORD00005866,PROD00005866,USER00005866,2023-08-19,2023-01-20,High,306.98,2,Defective,Returned,-211,55,Male,City23,Credit Card,Express,15.16,2,1.0,1,0.0987686494234152
ORD00005867,PROD00005867,USER00005867,2023-08-23,2023-02-10,High,344.18,5,Defective,Returned,-194,18,Female,City88,Credit Card,Next-Day,40.06,5,1.0,1,0.5819629263757337
ORD00005868,PROD00005868,USER00005868,2023-06-14,,Medium,166.6,3,,Not Returned,,70,Male,City41,PayPal,Standard,16.76,,,0,0.30180072028811533
ORD00005869,PROD00005869,USER00005869,2024-10-12,2024-05-11,Medium,155.25,5,Changed mind,Returned,-154,49,Female,City99,Debit Card,Standard,45.66,5,1.0,1,1.4705314009661836
ORD00005870,PROD00005870,USER00005870,2023-12-13,,High,422.09,4,,Not Returned,,60,Female,City26,Gift Card,Express,37.15,,,0,0.35205761804354524
ORD00005871,PROD00005871,USER00005871,2023-11-01,,High,485.35,1,,Not Returned,,18,Male,City19,Debit Card,Standard,21.31,,,0,0.043906459256206856
ORD00005872,PROD00005872,USER00005872,2023-08-02,2023-05-08,High,331.39,3,Defective,Returned,-86,37,Male,City57,Credit Card,Standard,41.11,3,1.0,1,0.3721596909985214
ORD00005873,PROD00005873,USER00005873,2024-03-08,2023-06-19,High,416.87,4,Changed mind,Returned,-263,66,Male,City65,Credit Card,Express,38.13,4,1.0,1,0.3658694557056157
ORD00005874,PROD00005874,USER00005874,2024-02-26,,Medium,240.56,1,,Not Returned,,40,Female,City1,PayPal,Express,22.54,,,0,0.09369803791153973
ORD00005875,PROD00005875,USER00005875,2024-01-07,,Medium,203.65,2,,Not Returned,,43,Male,City42,PayPal,Next-Day,26.71,,,0,0.262312791554137
ORD00005876,PROD00005876,USER00005876,2023-11-23,2023-11-07,Medium,222.74,2,Not as described,Returned,-16,51,Male,City17,Gift Card,Express,6.27,2,1.0,1,0.0562988237406842
ORD00005877,PROD00005877,USER00005877,2024-07-13,2024-01-27,Medium,136.42,1,Changed mind,Returned,-168,24,Male,City15,Credit Card,Next-Day,31.32,1,1.0,1,0.22958510482333971
ORD00005878,PROD00005878,USER00005878,2023-01-09,,Low,72.1,3,,Not Returned,,28,Male,City9,PayPal,Next-Day,36.0,,,0,1.4979195561719836
ORD00005879,PROD00005879,USER00005879,2023-07-09,,Low,32.36,2,,Not Returned,,46,Male,City98,Debit Card,Express,4.31,,,0,0.2663782447466007
ORD00005880,PROD00005880,USER00005880,2024-05-18,,Medium,119.52,4,,Not Returned,,59,Female,City27,PayPal,Next-Day,13.84,,,0,0.46318607764390896
ORD00005881,PROD00005881,USER00005881,2024-03-14,2023-01-13,High,312.11,2,Not as described,Returned,-426,34,Female,City63,Credit Card,Express,14.94,2,1.0,1,0.09573547787638972
ORD00005882,PROD00005882,USER00005882,2023-01-17,,Medium,271.42,1,,Not Returned,,46,Female,City92,Credit Card,Standard,1.26,,,0,0.004642251860585071
ORD00005883,PROD00005883,USER00005883,2023-03-28,,Medium,201.88,5,,Not Returned,,23,Male,City27,Debit Card,Next-Day,41.32,,,0,1.0233802258767586
ORD00005884,PROD00005884,USER00005884,2023-06-17,,High,456.55,2,,Not Returned,,39,Female,City17,Credit Card,Express,23.4,,,0,0.1025079399846676
ORD00005885,PROD00005885,USER00005885,2024-01-06,,Low,50.01,4,,Not Returned,,29,Male,City98,Gift Card,Next-Day,48.79,,,0,3.902419516096781
ORD00005886,PROD00005886,USER00005886,2024-01-05,,High,457.3,5,,Not Returned,,42,Male,City98,Debit Card,Express,9.96,,,0,0.10890006560244916
ORD00005887,PROD00005887,USER00005887,2024-06-06,,High,437.6,3,,Not Returned,,27,Female,City89,PayPal,Next-Day,21.29,,,0,0.14595521023765995
ORD00005888,PROD00005888,USER00005888,2023-09-26,2023-05-14,High,432.28,4,Wrong item,Returned,-135,32,Female,City23,Gift Card,Next-Day,18.32,4,1.0,1,0.16951975571388916
ORD00005889,PROD00005889,USER00005889,2024-04-08,2023-01-10,High,441.18,2,Defective,Returned,-454,66,Female,City93,Debit Card,Express,22.07,2,1.0,1,0.10004986626773653
ORD00005890,PROD00005890,USER00005890,2024-06-26,2024-09-01,Low,94.83,1,Defective,Returned,67,39,Male,City76,PayPal,Standard,33.48,1,1.0,1,0.3530528313824739
ORD00005891,PROD00005891,USER00005891,2023-05-17,,Medium,110.86,1,,Not Returned,,18,Male,City71,Debit Card,Standard,9.68,,,0,0.08731733718203138
ORD00005892,PROD00005892,USER00005892,2023-05-15,2024-01-05,High,447.8,2,Changed mind,Returned,235,53,Female,City84,Credit Card,Standard,35.16,2,1.0,1,0.15703439035283606
ORD00005893,PROD00005893,USER00005893,2023-01-06,,Medium,128.4,1,,Not Returned,,46,Female,City23,PayPal,Express,12.28,,,0,0.09563862928348908
ORD00005894,PROD00005894,USER00005894,2024-01-23,,Medium,178.11,1,,Not Returned,,24,Male,City31,Credit Card,Express,48.62,,,0,0.2729773735332098
ORD00005895,PROD00005895,USER00005895,2023-08-03,,Low,63.91,4,,Not Returned,,18,Female,City30,PayPal,Express,28.05,,,0,1.755593803786575
ORD00005896,PROD00005896,USER00005896,2023-04-24,,High,453.94,5,,Not Returned,,33,Male,City16,PayPal,Express,20.13,,,0,0.22172533815041637
ORD00005897,PROD00005897,USER00005897,2024-05-24,2023-03-10,High,321.22,1,Defective,Returned,-441,22,Male,City5,Debit Card,Express,15.59,1,1.0,1,0.04853371521075898
ORD00005898,PROD00005898,USER00005898,2023-06-12,,Medium,178.72,5,,Not Returned,,35,Female,City30,Debit Card,Express,0.59,,,0,0.016506266786034018
ORD00005899,PROD00005899,USER00005899,2023-06-14,2024-10-13,High,384.3,2,Not as described,Returned,487,60,Male,City52,PayPal,Standard,43.87,2,1.0,1,0.22831121519646108
ORD00005900,PROD00005900,USER00005900,2023-02-27,2024-01-03,Medium,130.37,2,Wrong item,Returned,310,26,Female,City27,Credit Card,Express,34.65,2,1.0,1,0.5315640101250287
ORD00005901,PROD00005901,USER00005901,2023-08-06,2024-06-08,Medium,262.29,2,Changed mind,Returned,307,59,Male,City48,Debit Card,Express,42.06,2,1.0,1,0.3207137138282054
ORD00005902,PROD00005902,USER00005902,2023-02-27,,Medium,208.27,1,,Not Returned,,70,Male,City49,PayPal,Express,28.78,,,0,0.13818600854659815
ORD00005903,PROD00005903,USER00005903,2023-09-09,2024-07-08,High,421.16,1,Wrong item,Returned,303,66,Male,City14,Gift Card,Standard,8.56,1,1.0,1,0.020324817171621237
ORD00005904,PROD00005904,USER00005904,2024-02-25,2023-10-11,High,466.42,1,Defective,Returned,-137,40,Female,City26,PayPal,Next-Day,47.12,1,1.0,1,0.1010248274087732
ORD00005905,PROD00005905,USER00005905,2023-05-30,2024-10-25,Low,16.13,4,Not as described,Returned,514,18,Female,City3,Credit Card,Express,37.2,4,1.0,1,9.225046497210169
ORD00005906,PROD00005906,USER00005906,2024-01-09,,High,430.3,3,,Not Returned,,58,Male,City25,Debit Card,Express,34.76,,,0,0.24234255170811062
ORD00005907,PROD00005907,USER00005907,2024-07-17,2023-03-16,High,379.83,5,Defective,Returned,-489,50,Male,City61,Credit Card,Express,40.97,5,1.0,1,0.5393202222046705
ORD00005908,PROD00005908,USER00005908,2023-05-09,,Low,86.27,4,,Not Returned,,43,Male,City96,Credit Card,Standard,26.41,,,0,1.2245276457633014
ORD00005909,PROD00005909,USER00005909,2023-03-01,,Low,82.81,3,,Not Returned,,30,Male,City1,Debit Card,Next-Day,42.17,,,0,1.5277140441975607
ORD00005910,PROD00005910,USER00005910,2023-10-24,,High,490.49,1,,Not Returned,,60,Male,City51,Debit Card,Standard,12.97,,,0,0.02644294481029175
